Array name	Sample name	Batch
5500024035736031208618.F04	5500024035736031208618.F04	751
5500024035736031208618.F05	5500024035736031208618.F05	751
5500024035736031208618.F06	5500024035736031208618.F06	751
5500024035736031208618.F07	5500024035736031208618.F07	752
5500024035736031208618.F08	5500024035736031208618.F08	752
5500024035736031208618.F09	5500024035736031208618.F09	752
5500024035736031208618.F10	5500024035736031208618.F10	752
5500024035736031208618.F11	5500024035736031208618.F11	752
5500024035736031208618.F12	5500024035736031208618.F12	752
5500024035736031208618.G01	5500024035736031208618.G01	751
5500024035736031208618.G03	5500024035736031208618.G03	751
5500024035736031208618.G04	5500024035736031208618.G04	751
5500024035736031208618.G05	5500024035736031208618.G05	751
5500024035736031208618.G06	5500024035736031208618.G06	751
5500024035736031208618.G07	5500024035736031208618.G07	752
5500024035736031208618.G09	5500024035736031208618.G09	752
5500024035736031208618.G10	5500024035736031208618.G10	752
5500024035736031208618.G11	5500024035736031208618.G11	752
5500024035736031208618.G12	5500024035736031208618.G12	752
5500024035736031208618.H02	5500024035736031208618.H02	751
5500024035736031208618.H03	5500024035736031208618.H03	751
5500024035736031208618.H04	5500024035736031208618.H04	751
5500024035736031208618.H05	5500024035736031208618.H05	751
5500024035736031208618.H06	5500024035736031208618.H06	751
5500024035736031208618.H08	5500024035736031208618.H08	752
5500024035736031208618.H09	5500024035736031208618.H09	752
5500024035736031208618.H10	5500024035736031208618.H10	752
5500024035736031208618.H11	5500024035736031208618.H11	752
5500024035736031208618.H12	5500024035736031208618.H12	752
5500024037496121008324.A01	5500024037496121008324.A01	755
5500024037496121008324.A02	5500024037496121008324.A02	755
5500024037496121008324.A03	5500024037496121008324.A03	755
5500024037496121008324.A04	5500024037496121008324.A04	755
5500024037496121008324.A05	5500024037496121008324.A05	755
5500024037496121008324.A07	5500024037496121008324.A07	756
5500024037496121008324.A08	5500024037496121008324.A08	756
5500024037496121008324.A09	5500024037496121008324.A09	756
5500024037496121008324.A10	5500024037496121008324.A10	756
5500024037496121008324.A11	5500024037496121008324.A11	756
5500024037496121008324.B01	5500024037496121008324.B01	755
5500024037496121008324.B02	5500024037496121008324.B02	755
5500024037496121008324.B03	5500024037496121008324.B03	755
5500024037496121008324.B04	5500024037496121008324.B04	755
5500024037496121008324.B06	5500024037496121008324.B06	755
5500024037496121008324.B07	5500024037496121008324.B07	756
5500024037496121008324.B08	5500024037496121008324.B08	756
5500024037496121008324.B09	5500024037496121008324.B09	756
5500024037496121008324.B10	5500024037496121008324.B10	756
5500024037496121008324.B12	5500024037496121008324.B12	756
5500024037496121008324.C01	5500024037496121008324.C01	755
5500024037496121008324.C02	5500024037496121008324.C02	755
5500024037496121008324.C03	5500024037496121008324.C03	755
5500024037496121008324.C04	5500024037496121008324.C04	755
5500024037496121008324.C05	5500024037496121008324.C05	755
5500024037496121008324.C06	5500024037496121008324.C06	755
5500024037496121008324.C07	5500024037496121008324.C07	756
5500024037496121008324.C08	5500024037496121008324.C08	756
5500024037496121008324.C09	5500024037496121008324.C09	756
5500024037496121008324.C10	5500024037496121008324.C10	756
5500024037496121008324.C11	5500024037496121008324.C11	756
5500024037496121008324.C12	5500024037496121008324.C12	756
5500024037496121008324.D01	5500024037496121008324.D01	755
5500024037496121008324.D02	5500024037496121008324.D02	755
5500024037496121008324.D03	5500024037496121008324.D03	755
5500024037496121008324.D05	5500024037496121008324.D05	755
5500024037496121008324.D06	5500024037496121008324.D06	755
5500024037496121008324.D07	5500024037496121008324.D07	756
5500024037496121008324.D08	5500024037496121008324.D08	756
5500024037496121008324.D09	5500024037496121008324.D09	756
5500024037496121008324.D11	5500024037496121008324.D11	756
5500024037496121008324.D12	5500024037496121008324.D12	756
5500024037496121008324.F02	5500024037496121008324.F02	755
5500024037496121008324.F03	5500024037496121008324.F03	755
5500024037496121008324.F04	5500024037496121008324.F04	755
5500024037496121008324.F05	5500024037496121008324.F05	755
5500024037496121008324.F06	5500024037496121008324.F06	755
5500024037496121008324.F07	5500024037496121008324.F07	756
5500024037496121008324.F08	5500024037496121008324.F08	756
5500024037496121008324.F09	5500024037496121008324.F09	756
5500024037496121008324.F10	5500024037496121008324.F10	756
5500024037496121008324.F11	5500024037496121008324.F11	756
5500024037496121008324.F12	5500024037496121008324.F12	756
5500024037496121008324.G01	5500024037496121008324.G01	755
5500024037496121008324.G03	5500024037496121008324.G03	755
5500024037496121008324.G04	5500024037496121008324.G04	755
5500024037496121008324.G05	5500024037496121008324.G05	755
5500024037496121008324.G06	5500024037496121008324.G06	755
5500024037496121008324.G07	5500024037496121008324.G07	756
5500024037496121008324.G09	5500024037496121008324.G09	756
5500024037496121008324.G10	5500024037496121008324.G10	756
5500024037496121008324.G11	5500024037496121008324.G11	756
5500024037496121008324.G12	5500024037496121008324.G12	756
5500024037496121008324.H02	5500024037496121008324.H02	755
5500024037496121008324.H03	5500024037496121008324.H03	755
5500024037496121008324.H04	5500024037496121008324.H04	755
5500024037496121008324.H05	5500024037496121008324.H05	755
5500024037496121008324.H06	5500024037496121008324.H06	755
5500024037496121008324.H08	5500024037496121008324.H08	756
5500024037496121008324.H09	5500024037496121008324.H09	756
5500024037496121008324.H10	5500024037496121008324.H10	756
5500024037496121008324.H11	5500024037496121008324.H11	756
5500024037496121008324.H12	5500024037496121008324.H12	756
5500024037496121008326.A03	5500024037496121008326.A03	1032
5500024037496121008326.A04	5500024037496121008326.A04	1032
5500024037496121008326.A05	5500024037496121008326.A05	1032
5500024037496121008326.A06	5500024037496121008326.A06	1032
5500024037496121008326.A09	5500024037496121008326.A09	1033
5500024037496121008326.A10	5500024037496121008326.A10	1033
5500024037496121008326.A11	5500024037496121008326.A11	1033
5500024037496121008326.A12	5500024037496121008326.A12	1033
5500024037496121008326.B02	5500024037496121008326.B02	1034
5500024037496121008326.B04	5500024037496121008326.B04	1034
5500024037496121008326.B06	5500024037496121008326.B06	1034
5500024037496121008326.B08	5500024037496121008326.B08	1035
5500024037496121008326.C04	5500024037496121008326.C04	1036
5500024037496121008326.C05	5500024037496121008326.C05	1036
5500024037496121008326.C06	5500024037496121008326.C06	1036
5500024037496121008326.D02	5500024037496121008326.D02	1038
5500024037496121008326.D03	5500024037496121008326.D03	1038
5500024037496121008326.D04	5500024037496121008326.D04	1038
5500024037496121008326.F08	5500024037496121008326.F08	1043
5500024037496121008326.F09	5500024037496121008326.F09	1043
5500024037496121008326.F10	5500024037496121008326.F10	1043
5500024037496121008326.G02	5500024037496121008326.G02	1044
5500024037496121008326.G03	5500024037496121008326.G03	1044
5500024037496121008326.G05	5500024037496121008326.G05	1044
5500024037496121008326.G06	5500024037496121008326.G06	1044
5500024037496121008326.G08	5500024037496121008326.G08	1045
5500024037496121008326.G11	5500024037496121008326.G11	1045
5500024037496121008326.G12	5500024037496121008326.G12	1045
5500024037496121008326.H02	5500024037496121008326.H02	1046
5500024037496121008326.H03	5500024037496121008326.H03	1046
5500024037496121008326.H05	5500024037496121008326.H05	1046
5500024037496121008326.H08	5500024037496121008326.H08	1047
5500024031723100807775.A02	5500024031723100807775.A02	709
5500024031723100807775.A03	5500024031723100807775.A03	709
5500024031723100807775.A04	5500024031723100807775.A04	709
5500024031723100807775.A05	5500024031723100807775.A05	709
5500024031723100807775.A07	5500024031723100807775.A07	710
5500024031723100807775.A08	5500024031723100807775.A08	710
5500024031723100807775.A09	5500024031723100807775.A09	710
5500024031723100807775.A10	5500024031723100807775.A10	710
5500024031723100807775.A11	5500024031723100807775.A11	710
5500024031723100807775.B01	5500024031723100807775.B01	709
5500024031723100807775.B02	5500024031723100807775.B02	709
5500024031723100807775.B03	5500024031723100807775.B03	709
5500024031723100807775.B04	5500024031723100807775.B04	709
5500024031723100807775.B06	5500024031723100807775.B06	709
5500024031723100807775.B07	5500024031723100807775.B07	710
5500024031723100807775.B08	5500024031723100807775.B08	710
5500024031723100807775.B09	5500024031723100807775.B09	710
5500024031723100807775.B10	5500024031723100807775.B10	710
5500024031723100807775.B12	5500024031723100807775.B12	710
5500024031723100807775.C01	5500024031723100807775.C01	709
5500024031723100807775.C02	5500024031723100807775.C02	709
5500024031723100807775.C03	5500024031723100807775.C03	709
5500024031723100807775.C04	5500024031723100807775.C04	709
5500024031723100807775.C05	5500024031723100807775.C05	709
5500024031723100807775.C06	5500024031723100807775.C06	709
5500024031723100807775.C07	5500024031723100807775.C07	710
5500024031723100807775.C08	5500024031723100807775.C08	710
5500024031723100807775.C09	5500024031723100807775.C09	710
5500024031723100807775.C10	5500024031723100807775.C10	710
5500024031723100807775.C11	5500024031723100807775.C11	710
5500024031723100807775.C12	5500024031723100807775.C12	710
5500024031723100807775.D01	5500024031723100807775.D01	709
5500024031723100807775.D02	5500024031723100807775.D02	709
5500024031723100807775.D03	5500024031723100807775.D03	709
5500024031723100807775.D05	5500024031723100807775.D05	709
5500024031723100807775.D06	5500024031723100807775.D06	709
5500024031723100807775.D07	5500024031723100807775.D07	710
5500024031723100807775.D08	5500024031723100807775.D08	710
5500024031723100807775.D09	5500024031723100807775.D09	710
5500024031723100807775.D11	5500024031723100807775.D11	710
5500024031723100807775.D12	5500024031723100807775.D12	710
5500024031723100807775.F01	5500024031723100807775.F01	709
5500024031723100807775.F02	5500024031723100807775.F02	709
5500024031723100807775.F03	5500024031723100807775.F03	709
5500024031723100807775.F04	5500024031723100807775.F04	709
5500024031723100807775.F05	5500024031723100807775.F05	709
5500024031723100807775.F06	5500024031723100807775.F06	709
5500024031723100807775.F08	5500024031723100807775.F08	710
5500024031723100807775.F09	5500024031723100807775.F09	710
5500024031723100807775.F10	5500024031723100807775.F10	710
5500024031723100807775.F11	5500024031723100807775.F11	710
5500024031723100807775.F12	5500024031723100807775.F12	710
5500024031723100807775.G01	5500024031723100807775.G01	709
5500024031723100807775.G03	5500024031723100807775.G03	709
5500024031723100807775.G04	5500024031723100807775.G04	709
5500024031723100807775.G05	5500024031723100807775.G05	709
5500024031723100807775.G06	5500024031723100807775.G06	709
5500024031723100807775.G07	5500024031723100807775.G07	710
5500024031723100807775.G09	5500024031723100807775.G09	710
5500024031723100807775.G10	5500024031723100807775.G10	710
5500024031723100807775.G11	5500024031723100807775.G11	710
5500024031723100807775.G12	5500024031723100807775.G12	710
5500024031723100807775.H02	5500024031723100807775.H02	709
5500024031723100807775.H03	5500024031723100807775.H03	709
5500024031723100807775.H04	5500024031723100807775.H04	709
5500024031723100807775.H05	5500024031723100807775.H05	709
5500024031723100807775.H06	5500024031723100807775.H06	709
5500024031723100807775.H08	5500024031723100807775.H08	710
5500024031723100807775.H09	5500024031723100807775.H09	710
5500024031723100807775.H10	5500024031723100807775.H10	710
5500024031723100807775.H11	5500024031723100807775.H11	710
5500024031723100807775.H12	5500024031723100807775.H12	710
5500024031723100807776.A01	5500024031723100807776.A01	714
5500024031723100807776.A02	5500024031723100807776.A02	714
5500024031723100807776.A03	5500024031723100807776.A03	714
5500024031723100807776.A04	5500024031723100807776.A04	714
5500024031723100807776.A05	5500024031723100807776.A05	714
5500024031723100807776.A07	5500024031723100807776.A07	715
5500024031723100807776.A08	5500024031723100807776.A08	715
5500024031723100807776.A09	5500024031723100807776.A09	715
5500024031723100807776.A11	5500024031723100807776.A11	715
5500024031723100807776.B01	5500024031723100807776.B01	714
5500024031723100807776.B03	5500024031723100807776.B03	714
5500024031723100807776.B04	5500024031723100807776.B04	714
5500024031723100807776.B06	5500024031723100807776.B06	714
5500024031723100807776.B07	5500024031723100807776.B07	715
5500024031723100807776.B08	5500024031723100807776.B08	715
5500024031723100807776.B09	5500024031723100807776.B09	715
5500024031723100807776.B10	5500024031723100807776.B10	715
5500024031723100807776.B12	5500024031723100807776.B12	715
5500024031723100807776.C01	5500024031723100807776.C01	714
5500024031723100807776.C02	5500024031723100807776.C02	714
5500024031723100807776.C03	5500024031723100807776.C03	714
5500024031723100807776.C04	5500024031723100807776.C04	714
5500024031723100807776.C05	5500024031723100807776.C05	714
5500024031723100807776.C06	5500024031723100807776.C06	714
5500024031723100807776.C07	5500024031723100807776.C07	715
5500024031723100807776.C08	5500024031723100807776.C08	715
5500024031723100807776.C09	5500024031723100807776.C09	715
5500024031723100807776.C10	5500024031723100807776.C10	715
5500024031723100807776.C11	5500024031723100807776.C11	715
5500024031723100807776.C12	5500024031723100807776.C12	715
5500024031723100807776.D01	5500024031723100807776.D01	714
5500024031723100807776.D02	5500024031723100807776.D02	714
5500024031723100807776.D03	5500024031723100807776.D03	714
5500024031723100807776.D05	5500024031723100807776.D05	714
5500024031723100807776.D06	5500024031723100807776.D06	714
5500024031723100807776.D07	5500024031723100807776.D07	715
5500024031723100807776.D08	5500024031723100807776.D08	715
5500024031723100807776.D09	5500024031723100807776.D09	715
5500024031723100807776.D11	5500024031723100807776.D11	715
5500024031723100807776.D12	5500024031723100807776.D12	715
5500024031723100807776.F01	5500024031723100807776.F01	714
5500024031723100807776.F02	5500024031723100807776.F02	714
5500024031723100807776.F03	5500024031723100807776.F03	714
5500024031723100807776.F04	5500024031723100807776.F04	714
5500024031723100807776.F05	5500024031723100807776.F05	714
5500024031723100807776.F06	5500024031723100807776.F06	714
5500024031723100807776.F07	5500024031723100807776.F07	715
5500024031723100807776.F08	5500024031723100807776.F08	715
5500024031723100807776.F09	5500024031723100807776.F09	715
5500024031723100807776.F10	5500024031723100807776.F10	715
5500024031723100807776.F11	5500024031723100807776.F11	715
5500024031723100807776.F12	5500024031723100807776.F12	715
5500024031723100807776.G01	5500024031723100807776.G01	714
5500024031723100807776.G03	5500024031723100807776.G03	714
5500024031723100807776.G04	5500024031723100807776.G04	714
5500024031723100807776.G05	5500024031723100807776.G05	714
5500024031723100807776.G06	5500024031723100807776.G06	714
5500024031723100807776.G07	5500024031723100807776.G07	715
5500024031723100807776.G09	5500024031723100807776.G09	715
5500024031723100807776.G10	5500024031723100807776.G10	715
5500024031723100807776.G11	5500024031723100807776.G11	715
5500024031723100807776.G12	5500024031723100807776.G12	715
5500024031723100807776.H02	5500024031723100807776.H02	714
5500024031723100807776.H03	5500024031723100807776.H03	714
5500024031723100807776.H04	5500024031723100807776.H04	714
5500024031723100807776.H05	5500024031723100807776.H05	714
5500024031723100807776.H06	5500024031723100807776.H06	714
5500024031723100807776.H08	5500024031723100807776.H08	715
5500024031723100807776.H09	5500024031723100807776.H09	715
5500024031723100807776.H10	5500024031723100807776.H10	715
5500024031723100807776.H11	5500024031723100807776.H11	715
5500024031723100807776.H12	5500024031723100807776.H12	715
5500024035101021908499.A01	5500024035101021908499.A01	743
5500024035101021908499.A02	5500024035101021908499.A02	743
5500024035101021908499.A03	5500024035101021908499.A03	743
5500024035101021908499.A04	5500024035101021908499.A04	743
5500024035101021908499.A05	5500024035101021908499.A05	743
5500024035101021908499.A07	5500024035101021908499.A07	744
5500024035101021908499.A08	5500024035101021908499.A08	744
5500024035101021908499.A09	5500024035101021908499.A09	744
5500024035101021908499.A10	5500024035101021908499.A10	744
5500024035101021908499.A11	5500024035101021908499.A11	744
5500024035101021908499.B01	5500024035101021908499.B01	743
5500024035101021908499.B02	5500024035101021908499.B02	743
5500024035101021908499.B03	5500024035101021908499.B03	743
5500024035101021908499.B04	5500024035101021908499.B04	743
5500024035101021908499.B06	5500024035101021908499.B06	743
5500024035101021908499.B07	5500024035101021908499.B07	744
5500024035101021908499.B08	5500024035101021908499.B08	744
5500024035101021908499.B09	5500024035101021908499.B09	744
5500024035101021908499.B10	5500024035101021908499.B10	744
5500024035101021908499.B12	5500024035101021908499.B12	744
5500024035101021908499.C01	5500024035101021908499.C01	743
5500024035101021908499.C02	5500024035101021908499.C02	743
5500024035101021908499.C03	5500024035101021908499.C03	743
5500024035101021908499.C04	5500024035101021908499.C04	743
5500024035101021908499.C05	5500024035101021908499.C05	743
5500024035101021908499.C06	5500024035101021908499.C06	743
5500024035101021908499.C07	5500024035101021908499.C07	744
5500024035101021908499.C08	5500024035101021908499.C08	744
5500024035101021908499.C09	5500024035101021908499.C09	744
5500024035101021908499.C10	5500024035101021908499.C10	744
5500024035101021908499.C11	5500024035101021908499.C11	744
5500024035101021908499.C12	5500024035101021908499.C12	744
5500024035101021908499.D01	5500024035101021908499.D01	743
5500024035101021908499.D02	5500024035101021908499.D02	743
5500024035101021908499.D05	5500024035101021908499.D05	743
5500024035101021908499.D06	5500024035101021908499.D06	743
5500024035101021908499.D07	5500024035101021908499.D07	744
5500024035101021908499.D08	5500024035101021908499.D08	744
5500024035101021908499.D09	5500024035101021908499.D09	744
5500024035101021908499.D11	5500024035101021908499.D11	744
5500024035101021908499.D12	5500024035101021908499.D12	744
5500024035101021908499.F01	5500024035101021908499.F01	743
5500024035101021908499.F02	5500024035101021908499.F02	743
5500024035101021908499.F03	5500024035101021908499.F03	743
5500024035101021908499.F05	5500024035101021908499.F05	743
5500024035101021908499.F06	5500024035101021908499.F06	743
5500024035101021908499.F07	5500024035101021908499.F07	744
5500024035101021908499.F08	5500024035101021908499.F08	744
5500024035101021908499.F09	5500024035101021908499.F09	744
5500024035101021908499.F10	5500024035101021908499.F10	744
5500024035101021908499.F11	5500024035101021908499.F11	744
5500024035101021908499.F12	5500024035101021908499.F12	744
5500024035101021908499.G01	5500024035101021908499.G01	743
5500024035101021908499.G03	5500024035101021908499.G03	743
5500024035101021908499.G04	5500024035101021908499.G04	743
5500024035101021908499.G05	5500024035101021908499.G05	743
5500024035101021908499.G06	5500024035101021908499.G06	743
5500024035101021908499.G07	5500024035101021908499.G07	744
5500024035101021908499.G09	5500024035101021908499.G09	744
5500024035101021908499.G10	5500024035101021908499.G10	744
5500024035101021908499.G11	5500024035101021908499.G11	744
5500024035101021908499.G12	5500024035101021908499.G12	744
5500024035101021908499.H02	5500024035101021908499.H02	743
5500024035101021908499.H03	5500024035101021908499.H03	743
5500024035101021908499.H04	5500024035101021908499.H04	743
5500024035101021908499.H05	5500024035101021908499.H05	743
5500024035101021908499.H06	5500024035101021908499.H06	743
5500024035101021908499.H08	5500024035101021908499.H08	744
5500024035101021908499.H09	5500024035101021908499.H09	744
5500024035101021908499.H10	5500024035101021908499.H10	744
5500024035101021908499.H11	5500024035101021908499.H11	744
5500024035101021908499.H12	5500024035101021908499.H12	744
5500024035736031208614.A02	5500024035736031208614.A02	1048
5500024035736031208614.A03	5500024035736031208614.A03	1048
5500024035736031208614.A04	5500024035736031208614.A04	1048
5500024035736031208614.A06	5500024035736031208614.A06	1048
5500024035736031208614.A08	5500024035736031208614.A08	1049
5500024035736031208614.A09	5500024035736031208614.A09	1049
5500024035736031208614.A10	5500024035736031208614.A10	1049
5500024035736031208614.A12	5500024035736031208614.A12	1049
5500024035736031208614.B02	5500024035736031208614.B02	1050
5500024035736031208614.B03	5500024035736031208614.B03	1050
5500024035736031208614.B04	5500024035736031208614.B04	1050
5500024035736031208614.B05	5500024035736031208614.B05	1050
5500024035736031208614.B08	5500024035736031208614.B08	1051
5500024035736031208614.B09	5500024035736031208614.B09	1051
5500024035736031208614.B11	5500024035736031208614.B11	1051
5500024035736031208614.C02	5500024035736031208614.C02	1052
5500024035736031208614.C03	5500024035736031208614.C03	1052
5500024035736031208614.C04	5500024035736031208614.C04	1052
5500024035736031208614.C05	5500024035736031208614.C05	1052
5500024035736031208614.C06	5500024035736031208614.C06	1052
5500024035736031208614.C08	5500024035736031208614.C08	1053
5500024035736031208614.C09	5500024035736031208614.C09	1053
5500024035736031208614.C10	5500024035736031208614.C10	1053
5500024035736031208614.C11	5500024035736031208614.C11	1053
5500024035736031208614.C12	5500024035736031208614.C12	1053
5500024035736031208614.D02	5500024035736031208614.D02	1054
5500024035736031208614.D03	5500024035736031208614.D03	1054
5500024035736031208614.D04	5500024035736031208614.D04	1054
5500024035736031208614.D05	5500024035736031208614.D05	1054
5500024035736031208614.D06	5500024035736031208614.D06	1054
5500024035736031208614.D08	5500024035736031208614.D08	1055
5500024035736031208614.D09	5500024035736031208614.D09	1055
5500024035736031208614.D10	5500024035736031208614.D10	1055
5500024035736031208614.D11	5500024035736031208614.D11	1055
5500024035736031208614.D12	5500024035736031208614.D12	1055
5500024035736031208614.F06	5500024035736031208614.F06	1058
5500024035736031208614.F08	5500024035736031208614.F08	1059
5500024035736031208614.F09	5500024035736031208614.F09	1059
5500024035736031208614.F10	5500024035736031208614.F10	1059
5500024035736031208614.F11	5500024035736031208614.F11	1059
5500024035736031208614.F12	5500024035736031208614.F12	1059
5500024035736031208614.G08	5500024035736031208614.G08	1061
5500024035736031208614.G10	5500024035736031208614.G10	1061
5500024035736031208614.G11	5500024035736031208614.G11	1061
5500024035736031208614.G12	5500024035736031208614.G12	1061
5500024035736031208614.H03	5500024035736031208614.H03	1062
5500024035736031208614.H04	5500024035736031208614.H04	1062
5500024035736031208614.H05	5500024035736031208614.H05	1062
5500024035736031208614.H06	5500024035736031208614.H06	1062
5500024037289120508304.A01	5500024037289120508304.A01	765
5500024037289120508304.A02	5500024037289120508304.A02	765
5500024037289120508304.A03	5500024037289120508304.A03	765
5500024037289120508304.A04	5500024037289120508304.A04	765
5500024037289120508304.A05	5500024037289120508304.A05	765
5500024037289120508304.A07	5500024037289120508304.A07	766
5500024037289120508304.A09	5500024037289120508304.A09	766
5500024037289120508304.A10	5500024037289120508304.A10	766
5500024037289120508304.A11	5500024037289120508304.A11	766
5500024037289120508304.B01	5500024037289120508304.B01	765
5500024037289120508304.B02	5500024037289120508304.B02	765
5500024037289120508304.B03	5500024037289120508304.B03	765
5500024037289120508304.B04	5500024037289120508304.B04	765
5500024037289120508304.B06	5500024037289120508304.B06	765
5500024037289120508304.B07	5500024037289120508304.B07	766
5500024037289120508304.B09	5500024037289120508304.B09	766
5500024037289120508304.B10	5500024037289120508304.B10	766
5500024037289120508304.B12	5500024037289120508304.B12	766
5500024037289120508304.C01	5500024037289120508304.C01	765
5500024037289120508304.C02	5500024037289120508304.C02	765
5500024037289120508304.C03	5500024037289120508304.C03	765
5500024037289120508304.C04	5500024037289120508304.C04	765
5500024037289120508304.C05	5500024037289120508304.C05	765
5500024037289120508304.C06	5500024037289120508304.C06	765
5500024037289120508304.C07	5500024037289120508304.C07	766
5500024037289120508304.C09	5500024037289120508304.C09	766
5500024037289120508304.C10	5500024037289120508304.C10	766
5500024037289120508304.C11	5500024037289120508304.C11	766
5500024037289120508304.C12	5500024037289120508304.C12	766
5500024037289120508304.D01	5500024037289120508304.D01	765
5500024037289120508304.D02	5500024037289120508304.D02	765
5500024037289120508304.D03	5500024037289120508304.D03	765
5500024037289120508304.D05	5500024037289120508304.D05	765
5500024037289120508304.D07	5500024037289120508304.D07	766
5500024037289120508304.D09	5500024037289120508304.D09	766
5500024037289120508304.D11	5500024037289120508304.D11	766
5500024037289120508304.D12	5500024037289120508304.D12	766
5500024037289120508304.F01	5500024037289120508304.F01	765
5500024037289120508304.F02	5500024037289120508304.F02	765
5500024037289120508304.F03	5500024037289120508304.F03	765
5500024037289120508304.F04	5500024037289120508304.F04	765
5500024037289120508304.F05	5500024037289120508304.F05	765
5500024037289120508304.F06	5500024037289120508304.F06	765
5500024037289120508304.F07	5500024037289120508304.F07	766
5500024037289120508304.F09	5500024037289120508304.F09	766
5500024037289120508304.F10	5500024037289120508304.F10	766
5500024037289120508304.F11	5500024037289120508304.F11	766
5500024037289120508304.F12	5500024037289120508304.F12	766
5500024037289120508304.G01	5500024037289120508304.G01	765
5500024037289120508304.G03	5500024037289120508304.G03	765
5500024037289120508304.G04	5500024037289120508304.G04	765
5500024037289120508304.G05	5500024037289120508304.G05	765
5500024037289120508304.G06	5500024037289120508304.G06	765
5500024037289120508304.G07	5500024037289120508304.G07	766
5500024037289120508304.G09	5500024037289120508304.G09	766
5500024037289120508304.G10	5500024037289120508304.G10	766
5500024037289120508304.G11	5500024037289120508304.G11	766
5500024037289120508304.G12	5500024037289120508304.G12	766
5500024037289120508304.H02	5500024037289120508304.H02	765
5500024037289120508304.H03	5500024037289120508304.H03	765
5500024037289120508304.H04	5500024037289120508304.H04	765
5500024037289120508304.H05	5500024037289120508304.H05	765
5500024037289120508304.H06	5500024037289120508304.H06	765
5500024037289120508304.H09	5500024037289120508304.H09	766
5500024037289120508304.H10	5500024037289120508304.H10	766
5500024037289120508304.H11	5500024037289120508304.H11	766
5500024037289120508304.H12	5500024037289120508304.H12	766
5500024037496121008326.H09	5500024037496121008326.H09	1047
5500024037496121008326.H11	5500024037496121008326.H11	1047
5500024037497121008341.A02	5500024037497121008341.A02	767
5500024037497121008341.A03	5500024037497121008341.A03	767
5500024037497121008341.A04	5500024037497121008341.A04	767
5500024037497121008341.A05	5500024037497121008341.A05	767
5500024037497121008341.B01	5500024037497121008341.B01	767
5500024037497121008341.B02	5500024037497121008341.B02	767
5500024037497121008341.B03	5500024037497121008341.B03	767
5500024037497121008341.B04	5500024037497121008341.B04	767
5500024037497121008341.B06	5500024037497121008341.B06	767
5500024037497121008341.C01	5500024037497121008341.C01	767
5500024037497121008341.C03	5500024037497121008341.C03	767
5500024037497121008341.C04	5500024037497121008341.C04	767
5500024037497121008341.C05	5500024037497121008341.C05	767
5500024037497121008341.C06	5500024037497121008341.C06	767
5500024037497121008341.D02	5500024037497121008341.D02	767
5500024037497121008341.D03	5500024037497121008341.D03	767
5500024037497121008341.D05	5500024037497121008341.D05	767
5500024037497121008341.D06	5500024037497121008341.D06	767
5500024037497121008341.F01	5500024037497121008341.F01	767
5500024037497121008341.F02	5500024037497121008341.F02	767
5500024037497121008341.F04	5500024037497121008341.F04	767
5500024037497121008341.F05	5500024037497121008341.F05	767
5500024037497121008341.F06	5500024037497121008341.F06	767
5500024037497121008341.G01	5500024037497121008341.G01	767
5500024037497121008341.G03	5500024037497121008341.G03	767
5500024037497121008341.G04	5500024037497121008341.G04	767
5500024037497121008341.G05	5500024037497121008341.G05	767
5500024037497121008341.G06	5500024037497121008341.G06	767
5500024037497121008341.H02	5500024037497121008341.H02	767
5500024037497121008341.H03	5500024037497121008341.H03	767
5500024037497121008341.H04	5500024037497121008341.H04	767
5500024037497121008341.H05	5500024037497121008341.H05	767
5500024037497121008341.H06	5500024037497121008341.H06	767
5500024037498121108437.A01	5500024037498121108437.A01	747
5500024037498121108437.A02	5500024037498121108437.A02	747
5500024037498121108437.A03	5500024037498121108437.A03	747
5500024037498121108437.A04	5500024037498121108437.A04	747
5500024037498121108437.A05	5500024037498121108437.A05	747
5500024037498121108437.A07	5500024037498121108437.A07	748
5500024037498121108437.A08	5500024037498121108437.A08	748
5500024037498121108437.A10	5500024037498121108437.A10	748
5500024037498121108437.A11	5500024037498121108437.A11	748
5500024037498121108437.B01	5500024037498121108437.B01	747
5500024037498121108437.B02	5500024037498121108437.B02	747
5500024037498121108437.B03	5500024037498121108437.B03	747
5500024037498121108437.B04	5500024037498121108437.B04	747
5500024037498121108437.B06	5500024037498121108437.B06	747
5500024037498121108437.B07	5500024037498121108437.B07	748
5500024037498121108437.B08	5500024037498121108437.B08	748
5500024037498121108437.B09	5500024037498121108437.B09	748
5500024037498121108437.B10	5500024037498121108437.B10	748
5500024037498121108437.B12	5500024037498121108437.B12	748
5500024037498121108437.C01	5500024037498121108437.C01	747
5500024037498121108437.C02	5500024037498121108437.C02	747
5500024037498121108437.C03	5500024037498121108437.C03	747
5500024037498121108437.C04	5500024037498121108437.C04	747
5500024037498121108437.C05	5500024037498121108437.C05	747
5500024037498121108437.C06	5500024037498121108437.C06	747
5500024037498121108437.C07	5500024037498121108437.C07	748
5500024037498121108437.C08	5500024037498121108437.C08	748
5500024037498121108437.C09	5500024037498121108437.C09	748
5500024037498121108437.C10	5500024037498121108437.C10	748
5500024037498121108437.C11	5500024037498121108437.C11	748
5500024037498121108437.C12	5500024037498121108437.C12	748
5500024037498121108437.D01	5500024037498121108437.D01	747
5500024037498121108437.D02	5500024037498121108437.D02	747
